sentence	mood	prob
She was looking about for some way of escape, and wondering whether she could get away without being seen, when she noticed a curious appearance in the air: it puzzled her very much at first, but, after watching it a minute or two, she made it out to be a grin, and she said to herself 'It's the Cheshire Cat: now I shall have somebody to talk to.'	happy	"[4.4161987e-01 5.3454709e-01 7.6717245e-03 1.4849376e-02 3.8615955e-04
 9.2578423e-04]"
'How are you getting on?'	neutral	[0.77293336 0.19400397 0.01492311 0.01020649 0.00293878 0.0049943 ]
said the Cat, as soon as there was mouth enough for it to speak with.	neutral	[0.716684   0.10531399 0.08395378 0.02426858 0.03295331 0.03682644]
Alice waited till the eyes appeared, and then nodded.	neutral	[0.9022987  0.04218987 0.01564191 0.02593725 0.00670732 0.0072249 ]
'It's no use speaking to it,' she thought, 'till its ears have come, or at least one of them.'	neutral	[0.8146434  0.07312678 0.03537158 0.02671934 0.02603979 0.02409913]
In another minute the whole head appeared, and then Alice put down her flamingo, and began an account of the game, feeling very glad she had someone to listen to her.	happy	[0.4321467  0.50334954 0.06028508 0.00100588 0.0008188  0.0023939 ]
The Cat seemed to think that there was enough of it now in sight, and no more of it appeared.	neutral	[0.7250518  0.00691789 0.13571362 0.00675393 0.04248146 0.08308136]
'I don't think they play at all fairly,' Alice began, in rather a complaining tone, 'and they all quarrel so dreadfully one can't hear oneself speak--and they don't seem to have any rules in particular; at least, if there are, nobody attends to them--and you've no idea how confusing it is all the things being alive; for instance, there's the arch I've got to go through next walking about at the other end of the ground--and I should have croqueted the Queen's hedgehog just now, only it ran away when it saw mine coming!'	neutral	[0.44067147 0.02141594 0.18348698 0.01055462 0.06656025 0.2773108 ]
'How do you like the Queen?'	neutral	"[8.6246067e-01 1.2461400e-01 4.6842671e-03 1.7778797e-03 4.6914787e-04
 5.9940782e-03]"
said the Cat in a low voice.	neutral	[0.7596855  0.01556277 0.04055297 0.0583582  0.10853062 0.01730995]
'Not at all,' said Alice: 'she's so extremely--' Just then she noticed that the Queen was close behind her, listening: so she went on, '--likely to win, that it's hardly worth while finishing the game.'	neutral	[0.4608695  0.4572124  0.01241421 0.05973963 0.00290872 0.00685559]
The Queen smiled and passed on.	neutral	[0.70993084 0.21724571 0.01039805 0.05078989 0.0037824  0.00785313]
'Who ARE you talking to?'	neutral	"[9.0097880e-01 4.0390830e-02 2.0296054e-02 6.0085527e-04 1.0780141e-03
 3.6655504e-02]"
said the King, going up to Alice, and looking at the Cat's head with great curiosity.	neutral	[0.35826796 0.02131094 0.2913908  0.01767337 0.27955684 0.03180006]
'It's a friend of mine--a Cheshire Cat,' said Alice: 'allow me to introduce it.'	happy	"[2.7704498e-01 7.1816987e-01 3.2928849e-03 1.1706193e-03 4.6001016e-05
 2.7566595e-04]"
'I don't like the look of it at all,' said the King: 'however, it may kiss my hand if it likes.'	neutral	[0.8433778  0.11531518 0.01428569 0.00291816 0.00093444 0.02316873]
'I'd rather not,' the Cat remarked.	neutral	[0.78474075 0.04353561 0.07256983 0.01290141 0.02996153 0.05629094]
'Don't be impertinent,' said the King, 'and don't look at me like that!'	neutral	[0.3864339  0.01742746 0.07273941 0.05426161 0.09806366 0.371074  ]
He got behind Alice as he spoke.	neutral	[0.89506507 0.01126134 0.01190848 0.00592583 0.01503431 0.06080507]
'A cat may look at a king,' said Alice.	neutral	[0.89062303 0.02674171 0.02185903 0.00897963 0.00657639 0.04522025]
'I've read that in some book, but I don't remember where.'	neutral	"[8.0300415e-01 1.8682438e-01 7.5530419e-03 1.4144037e-03 1.2106650e-04
 1.0829292e-03]"
'Well, it must be removed,' said the King very decidedly, and he called the Queen, who was passing at the moment, 'My dear!	neutral	[0.5399914  0.11451697 0.14804687 0.04948378 0.08539308 0.06256792]
I wish you would have this cat removed!'	neutral	[0.4640264  0.07636055 0.07042279 0.01345071 0.02573546 0.35000408]
The Queen had only one way of settling all difficulties, great or small.	neutral	[0.71452636 0.01119464 0.01872677 0.02708951 0.01538108 0.21308172]
'Off with his head!'	neutral	[0.31730056 0.28223807 0.23666127 0.03510717 0.06170695 0.06698596]
she said, without even looking round.	neutral	[0.289928   0.04199879 0.24022235 0.08416381 0.21912809 0.12455896]
'I'll fetch the executioner myself,' said the King eagerly, and he hurried off.	neutral	[0.4187257  0.1555128  0.26957622 0.02977651 0.08487348 0.04153531]
Alice thought she might as well go back, and see how the game was going on, as she heard the Queen's voice in the distance, screaming with passion.	neutral	[0.35358638 0.05799227 0.32575473 0.01878346 0.09825056 0.14563261]
She had already heard her sentence three of the players to be executed for having missed their turns, and she did not like the look of things at all, as the game was in such confusion that she never knew whether it was her turn or not.	neutral	[0.35368845 0.03312486 0.14554778 0.06978713 0.09060852 0.30724326]
So she went in search of her hedgehog.	neutral	[0.6960058  0.15281107 0.03858951 0.07658235 0.0171195  0.01889173]
The hedgehog was engaged in a fight with another hedgehog, which seemed to Alice an excellent opportunity for croqueting one of them with the other: the only difficulty was, that her flamingo was gone across to the other side of the garden, where Alice could see it trying in a helpless sort of way to fly up into a tree.	neutral	[0.76974744 0.0365983  0.0758053  0.0087312  0.03817629 0.07094158]
By the time she had caught the flamingo and brought it back, the fight was over, and both the hedgehogs were out of sight: 'but it doesn't matter much,' thought Alice, 'as all the arches are gone from this side of the ground.'	neutral	[0.7699839  0.14217284 0.06181223 0.00325584 0.00410222 0.01867298]
So she tucked it away under her arm, that it might not escape again, and went back for a little more conversation with her friend.	neutral	[0.8501795  0.03598527 0.02681825 0.03610718 0.03627092 0.01463896]
When she got back to the Cheshire Cat, she was surprised to find quite a large crowd collected round it: there was a dispute going on between the executioner, the King, and the Queen, who were all talking at once, while all the rest were quite silent, and looked very uncomfortable.	neutral	[0.45160675 0.02497537 0.19375594 0.03531484 0.11794286 0.17640421]
The moment Alice appeared, she was appealed to by all three to settle the question, and they repeated their arguments to her, though, as they all spoke at once, she found it very hard indeed to make out exactly what they said.	neutral	"[9.2926222e-01 3.2086782e-02 1.6169159e-02 4.0201569e-04 1.0729696e-03
 2.1006763e-02]"
The executioner's argument was, that you couldn't cut off a head unless there was a body to cut it off from: that he had never had to do such a thing before, and he wasn't going to begin at HIS time of life.	neutral	[0.6786777  0.009008   0.06039334 0.0436546  0.04433427 0.16393211]
The King's argument was, that anything that had a head could be beheaded, and that you weren't to talk nonsense.	neutral	[0.7893698  0.04947746 0.03623779 0.00139542 0.00860894 0.11491053]
The Queen's argument was, that if something wasn't done about it in less than no time she'd have everybody executed, all round.	angry	"[1.8579818e-01 4.7328216e-03 2.0630687e-02 8.3196757e-04 7.5569819e-04
 7.8725064e-01]"
(It was this last remark that had made the whole party look so grave and anxious.)	sad	[0.1171039  0.04995721 0.00687361 0.74406946 0.0546801  0.02731562]
Alice could think of nothing else to say but 'It belongs to the Duchess: you'd better ask HER about it.'	neutral	[0.9228957  0.02530695 0.03109254 0.00101964 0.00346877 0.0162164 ]
'She's in prison,' the Queen said to the executioner: 'fetch her here.'	neutral	[0.89722174 0.01815007 0.02931767 0.01802796 0.01675722 0.02052535]
And the executioner went off like an arrow.	neutral	[0.73538536 0.03857006 0.10198833 0.02120987 0.06056432 0.042282  ]
The Cat's head began fading away the moment he was gone, and, by the time he had come back with the Duchess, it had entirely disappeared; so the King and the executioner ran wildly up and down looking for it, while the rest of the party went back to the game.	neutral	[0.56094587 0.24925038 0.16711622 0.00233572 0.00901008 0.01134174]
CHAPTER IX.	neutral	"[9.7082144e-01 2.8418973e-03 7.6387790e-03 4.8971071e-04 3.4465019e-03
 1.4761600e-02]"
The Mock Turtle's Story  'You can't think how glad I am to see you again, you dear old thing!'	happy	[0.18374686 0.70168227 0.04966053 0.03407562 0.01893435 0.01190036]
said the Duchess, as she tucked her arm affectionately into Alice's, and they walked off together.	happy	[0.33227298 0.55937517 0.04264451 0.05827041 0.00402546 0.00341149]
Alice was very glad to find her in such a pleasant temper, and thought to herself that perhaps it was only the pepper that had made her so savage when they met in the kitchen.	neutral	[0.47665134 0.15461034 0.21464337 0.03468908 0.0597251  0.05968071]
'When I'M a Duchess,' she said to herself, (not in a very hopeful tone though), 'I won't have any pepper in my kitchen AT ALL.	neutral	"[7.2198021e-01 2.7622992e-01 1.2433988e-03 3.1307375e-04 1.7031605e-05
 2.1633506e-04]"
Soup does very well without--Maybe it's always pepper that makes people hot-tempered,' she went on, very much pleased at having found out a new kind of rule, 'and vinegar that makes them sour--and camomile that makes them bitter--and--and barley-sugar and such things that make children sweet-tempered.	happy	"[3.7190372e-01 6.2197453e-01 5.8649690e-03 6.7647707e-05 4.8266052e-06
 1.8440606e-04]"
I only wish people knew that: then they wouldn't be so stingy about it, you know--'  She had quite forgotten the Duchess by this time, and was a little startled when she heard her voice close to her ear.	neutral	[0.52198946 0.31439775 0.046693   0.08839799 0.0112685  0.01725328]
'You're thinking about something, my dear, and that makes you forget to talk.	neutral	[0.69111884 0.0459774  0.07036687 0.0509896  0.07211293 0.06943443]
I can't tell you just now what the moral of that is, but I shall remember it in a bit.'	neutral	"[8.4145457e-01 1.4474478e-01 6.4314138e-03 4.4429963e-03 5.3099031e-04
 2.3952036e-03]"
'Perhaps it hasn't one,' Alice ventured to remark.	neutral	[0.91834813 0.00549285 0.02557429 0.00471159 0.01361229 0.0322608 ]
'Tut, tut, child!'	neutral	[0.6117261  0.06842668 0.10531617 0.02778037 0.07117561 0.11557507]
said the Duchess.	neutral	[0.7928213  0.08434296 0.04117428 0.0370741  0.02190463 0.0226828 ]
'Everything's got a moral, if only you can find it.'	neutral	"[8.7381369e-01 1.1964260e-01 4.0289294e-03 1.6836461e-03 5.4743217e-05
 7.7627221e-04]"
And she squeezed herself up closer to Alice's side as she spoke.	neutral	[0.8769365  0.09449512 0.00335504 0.0203235  0.00160332 0.00328652]
Alice did not much like keeping so close to her: first, because the Duchess was VERY ugly; and secondly, because she was exactly the right height to rest her chin upon Alice's shoulder, and it was an uncomfortably sharp chin.	neutral	[0.7576583  0.05558842 0.04678667 0.00730403 0.02645767 0.10620483]
However, she did not like to be rude, so she bore it as well as she could.	neutral	[0.46712926 0.02856295 0.04109658 0.00843021 0.00661397 0.4481671 ]
'The game's going on rather better now,' she said, by way of keeping up the conversation a little.	neutral	"[5.0633574e-01 4.8377010e-01 1.4143898e-03 8.4456392e-03 1.1952478e-05
 2.2132850e-05]"
"''Tis so,' said the Duchess: 'and the moral of that is--""Oh, 'tis love, 'tis love, that makes the world go round!""'"	happy	"[2.6029900e-03 9.9717218e-01 1.7441149e-04 5.0039209e-05 2.5735116e-07
 1.5874886e-07]"
'Somebody said,' Alice whispered, 'that it's done by everybody minding their own business!'	neutral	[0.7026415  0.2532004  0.02555058 0.00441516 0.00224361 0.01194874]
'Ah, well!	neutral	[0.81481755 0.16370396 0.00696669 0.01005066 0.0022372  0.00222386]
"It means much the same thing,' said the Duchess, digging her sharp little chin into Alice's shoulder as she added, 'and the moral of THAT is--""Take care of the sense, and the sounds will take care of themselves.""'"	neutral	"[7.97256470e-01 1.95090383e-01 6.29577832e-03 1.10404065e-03
 1.37970346e-04 1.15324176e-04]"
'How fond she is of finding morals in things!'	neutral	[0.4775984  0.34267268 0.13870837 0.00793229 0.01153388 0.02155433]
Alice thought to herself.	neutral	[0.93254054 0.00332259 0.01599841 0.01943537 0.02433347 0.00436957]
'I dare say you're wondering why I don't put my arm round your waist,' the Duchess said after a pause: 'the reason is, that I'm doubtful about the temper of your flamingo.	neutral	"[9.162202e-01 8.089240e-02 6.955616e-04 1.322522e-03 2.602657e-05
 8.433278e-04]"
Shall I try the experiment?'	neutral	"[8.6636782e-01 1.2737812e-01 4.8415731e-03 2.2423381e-04 2.0708413e-04
 9.8118361e-04]"
'HE might bite,' Alice cautiously replied, not feeling at all anxious to have the experiment tried.	neutral	[0.80693513 0.03833228 0.09596263 0.00285636 0.04149921 0.01441433]
'Very true,' said the Duchess: 'flamingoes and mustard both bite.	neutral	"[9.4836855e-01 4.6910230e-02 3.1622727e-03 9.1980059e-05 8.5465115e-05
 1.3815552e-03]"
"And the moral of that is--""Birds of a feather flock together.""'"	neutral	[0.7314977  0.16570711 0.01111178 0.0744563  0.00652608 0.01070105]
'Only mustard isn't a bird,' Alice remarked.	neutral	[0.7263438  0.15996264 0.03000755 0.03491882 0.01145163 0.03731554]
'Right, as usual,' said the Duchess: 'what a clear way you have of putting things!'	neutral	"[6.7631888e-01 2.6712760e-01 5.4703597e-02 3.8148748e-04 3.2117541e-04
 1.1472091e-03]"
'It's a mineral, I THINK,' said Alice.	neutral	[0.9169792  0.03282675 0.03610259 0.00163851 0.00782699 0.00462592]
'Of course it is,' said the Duchess, who seemed ready to agree to everything that Alice said; 'there's a large mustard-mine near here.	neutral	"[6.3490760e-01 3.5516089e-01 9.3485350e-03 2.8471286e-05 2.2721011e-05
 5.3182617e-04]"
"And the moral of that is--""The more there is of mine, the less there is of yours.""'"	neutral	[0.6914571  0.23206651 0.02173585 0.02963364 0.00604388 0.01906302]
'Oh, I know!'	neutral	[0.75783724 0.06110992 0.08773895 0.02451225 0.02699371 0.04180792]
exclaimed Alice, who had not attended to this last remark, 'it's a vegetable.	neutral	[0.85138243 0.01630897 0.02322614 0.00158486 0.00487616 0.10262159]
It doesn't look like one, but it is.'	neutral	"[9.4297570e-01 5.3736884e-02 2.6006799e-03 2.2092224e-04 1.3514821e-04
 3.3069958e-04]"
"'I quite agree with you,' said the Duchess; 'and the moral of that is--""Be what you would seem to be""--or if you'd like it put more simply--""Never imagine yourself not to be otherwise than what it might appear to others that what you were or might have been was not otherwise than what you had been would have appeared to them to be otherwise.""'"	neutral	[0.7402209  0.22904707 0.0052411  0.01148009 0.00189017 0.01212068]
